V1	V2
1027	Ctss	Tes
1028	Cst3	Tes
1029	Tmsb4x	Tes
1030	Cxcl3	Tes
1031	Rpl37a	Tes
1032	Rpl32	Tes
1033	Slpi	Tes
1034	Rps19	Tes
1035	Rpl13	Tes
1036	Rps8	Tes
1037	Rplp1	Tes
1038	Rpl3	Tes
1039	Prdx6	Tes
1040	Rpl14	Tes
1041	Rgcc	Tes
1042	F10	Tes
1043	Rpl11	Tes
1044	Slc16a3	Tes
1045	Manf	Tes
1046	Mt2	Tes
1047	Emilin2	Tes
1048	Smox	Tes
1049	Ero1l	Tes
1050	Nedd9	Tes
1051	Inhba	Tes
1052	Bnip3	Tes
1053	Fam162a	Tes
1054	Higd1a	Tes
1055	Fndc3a	Tes
1056	Dnajb9	Tes
1057	Gpr141	Tes
1058	Slc2a1	Tes
1059	Eif4ebp1	Tes
1060	P4hb	Tes
1061	Sgms2	Tes
1062	Grina	Tes
1063	Ndrg1	Tes
1064	Lyz2	Bst1
1065	Tmsb4x	Bst1
1066	Cxcl3	Bst1
1067	Rpl37a	Bst1
1068	Rps27a	Bst1
1069	Tyrobp	Bst1
1070	Rps19	Bst1
1071	Rpl13	Bst1
1072	Rps8	Bst1
1073	Rplp1	Bst1
1074	Prdx6	Bst1
1075	Rgcc	Bst1
1076	Mt2	Bst1
1077	Ero1l	Bst1
1078	Bnip3	Bst1
1079	Fam162a	Bst1
1080	Fndc3a	Bst1
1081	Dnajb9	Bst1
1082	Slc2a1	Bst1
1083	Grina	Bst1
1084	Ndrg1	Bst1
1085	Lyz2	Tuba1a
1086	Ctss	Tuba1a
1087	Tmsb4x	Tuba1a
1088	Tyrobp	Tuba1a
1089	Rpl32	Tuba1a
1090	Slpi	Tuba1a
1091	Rps19	Tuba1a
1092	Rpl13	Tuba1a
1093	Rps8	Tuba1a
1094	Rpl14	Tuba1a
1095	Rpl11	Tuba1a
1096	Slc16a3	Tuba1a
1097	Manf	Tuba1a
1098	Mt2	Tuba1a
1099	Emilin2	Tuba1a
1100	Smox	Tuba1a
1101	Ero1l	Tuba1a
1102	Inhba	Tuba1a
1103	Bnip3	Tuba1a
1104	Fam162a	Tuba1a
1105	Fndc3a	Tuba1a
1106	Dnajb9	Tuba1a
1107	Slc2a1	Tuba1a
1108	P4hb	Tuba1a
1109	Maml2	Tuba1a
1110	Trem1	Tuba1a
1111	Grina	Tuba1a
1112	Ndrg1	Tuba1a
1113	Tes	Tuba1a
1114	Lyz2	Pfkp
1115	Cst3	Pfkp
1116	Tmsb4x	Pfkp
1117	Cxcl3	Pfkp
1118	Rpl37a	Pfkp
1119	Slpi	Pfkp
1120	Rps19	Pfkp
1121	Rps8	Pfkp
1122	Prdx6	Pfkp
1123	Rpl14	Pfkp
1124	Rgcc	Pfkp
1125	F10	Pfkp
1126	Rpl11	Pfkp
1127	Ccr1	Pfkp
1128	Slc16a3	Pfkp
1129	Manf	Pfkp
1130	Mt2	Pfkp
1131	Emilin2	Pfkp
1132	Smox	Pfkp
1133	Ero1l	Pfkp
1134	Nedd9	Pfkp
1135	Inhba	Pfkp
1136	Bnip3	Pfkp
1137	Fam162a	Pfkp
1138	Higd1a	Pfkp
1139	Fndc3a	Pfkp
1140	Dnajb9	Pfkp
1141	Gpr141	Pfkp
1142	Slc2a1	Pfkp
1143	Eif4ebp1	Pfkp
1144	P4hb	Pfkp
1145	Sgms2	Pfkp
1146	Maml2	Pfkp
1147	Trem1	Pfkp
1148	Grina	Pfkp
1149	Ndrg1	Pfkp
1150	Tes	Pfkp
1151	Tuba1a	Pfkp
1152	Lyz2	Egln3
1153	Ctss	Egln3
1154	Cst3	Egln3
1155	Tmsb4x	Egln3
1156	Cxcl3	Egln3
1157	Rpl37a	Egln3
1158	Tyrobp	Egln3
1159	Rpl32	Egln3
1160	Slpi	Egln3
1161	Rps18	Egln3
1162	Rps19	Egln3
1163	Rpl13	Egln3
1164	Rps8	Egln3
1165	Rplp1	Egln3
1166	Rpl3	Egln3
1167	Prdx6	Egln3
1168	Rpl14	Egln3
1169	Rgcc	Egln3
1170	F10	Egln3
1171	Rpl11	Egln3
1172	Ccr1	Egln3
1173	Slc16a3	Egln3
1174	Manf	Egln3
1175	Mt2	Egln3
1176	Emilin2	Egln3
1177	Smox	Egln3
1178	Ero1l	Egln3
1179	Nedd9	Egln3
1180	Inhba	Egln3
1181	Bnip3	Egln3
1182	Fam162a	Egln3
1183	Higd1a	Egln3
1184	Pilra	Egln3
1185	Fndc3a	Egln3
1186	Dnajb9	Egln3
1187	Gpr141	Egln3
1188	Dok2	Egln3
1189	Slc2a1	Egln3
1190	Eif4ebp1	Egln3
1191	P4hb	Egln3
1192	Sgms2	Egln3
1193	Maml2	Egln3
1194	Trem1	Egln3
1195	Grina	Egln3
1196	Ndrg1	Egln3
1197	Tes	Egln3
1198	Tuba1a	Egln3
1199	Pfkp	Egln3
1200	Lyz2	Atf4
1201	Ctss	Atf4
1202	Cst3	Atf4
1203	Tmsb4x	Atf4
1204	Cxcl3	Atf4
1205	Rpl37a	Atf4
1206	Tyrobp	Atf4
1207	Rps29	Atf4
1208	Rpl32	Atf4
1209	Rps18	Atf4
1210	Rps4x	Atf4
1211	Rpl13	Atf4
1212	Fcer1g	Atf4
1213	Rgcc	Atf4
1214	Rps23	Atf4
1215	F10	Atf4
1216	Rpl11	Atf4
1217	Manf	Atf4
1218	Smox	Atf4
1219	Inhba	Atf4
1220	Fndc3a	Atf4
1221	Dnajb9	Atf4
1222	Sgms2	Atf4
1223	Maml2	Atf4
1224	Grina	Atf4
1225	Ndrg1	Atf4
1226	Pfkp	Atf4
1227	Egln3	Atf4
1228	Lyz2	Snx18
1229	Tmsb4x	Snx18
1230	Cxcl3	Snx18
1231	Rpl37a	Snx18
1232	Rps27a	Snx18
1233	Rpl32	Snx18
1234	Rps18	Snx18
1235	Rps4x	Snx18
1236	Rps19	Snx18
1237	Rpl13	Snx18
1238	Rps8	Snx18
1239	Rplp1	Snx18
1240	Rgcc	Snx18
1241	Rps23	Snx18
1242	Rpl11	Snx18
1243	Slc16a3	Snx18
1244	Manf	Snx18
1245	Mt2	Snx18
1246	Smox	Snx18
1247	Bnip3	Snx18
1248	Fndc3a	Snx18
1249	P4hb	Snx18
1250	Maml2	Snx18
1251	Ndrg1	Snx18
1252	Tes	Snx18
1253	Lyz2	Herpud1
1254	Ctss	Herpud1
1255	Cst3	Herpud1
1256	Tmsb4x	Herpud1
1257	Cxcl3	Herpud1
1258	Tyrobp	Herpud1
1259	Fcer1g	Herpud1
1260	Rgcc	Herpud1
1261	Rpl11	Herpud1
1262	Slc16a3	Herpud1
1263	Manf	Herpud1
1264	Mt2	Herpud1
1265	Emilin2	Herpud1
1266	Smox	Herpud1
1267	Ero1l	Herpud1
1268	Bnip3	Herpud1
1269	Fam162a	Herpud1
1270	Higd1a	Herpud1
1271	Dnajb9	Herpud1
1272	Gpr141	Herpud1
1273	Dok2	Herpud1
1274	Slc2a1	Herpud1
1275	Eif4ebp1	Herpud1
1276	P4hb	Herpud1
1277	Maml2	Herpud1
1278	Grina	Herpud1
1279	Ndrg1	Herpud1
1280	Tes	Herpud1
1281	Tuba1a	Herpud1
1282	Pfkp	Herpud1
1283	Egln3	Herpud1
1284	Atf4	Herpud1
1285	Lyz2	Gpat3
1286	Ctss	Gpat3
1287	Cst3	Gpat3
1288	Tmsb4x	Gpat3
1289	Cxcl3	Gpat3
1290	Rpl37a	Gpat3
1291	Tyrobp	Gpat3
1292	Rpl32	Gpat3
1293	Slpi	Gpat3
1294	Rps18	Gpat3
1295	Rpl41	Gpat3
1296	Rpl13	Gpat3
1297	Rps8	Gpat3
1298	Rpl3	Gpat3
1299	Prdx6	Gpat3
1300	Rpl14	Gpat3
1301	Rgcc	Gpat3
1302	F10	Gpat3
1303	Rpl11	Gpat3
1304	Ccr1	Gpat3
1305	Slc16a3	Gpat3
1306	Manf	Gpat3
1307	Smox	Gpat3
1308	Ero1l	Gpat3
1309	Inhba	Gpat3
1310	Bnip3	Gpat3
1311	Fam162a	Gpat3
1312	Higd1a	Gpat3
1313	Fndc3a	Gpat3
1314	Dnajb9	Gpat3
1315	Gpr141	Gpat3
1316	Slc2a1	Gpat3
1317	Eif4ebp1	Gpat3
1318	P4hb	Gpat3
1319	Sgms2	Gpat3
1320	Maml2	Gpat3
1321	Trem1	Gpat3
1322	Grina	Gpat3
1323	Ndrg1	Gpat3
1324	Tes	Gpat3
1325	Pfkp	Gpat3
1326	Egln3	Gpat3
1327	Atf4	Gpat3
1328	Herpud1	Gpat3
1329	Lyz2	Serpine1
1330	Cst3	Serpine1
1331	Tmsb4x	Serpine1
1332	Cxcl3	Serpine1
1333	Rps29	Serpine1
1334	Rpl13	Serpine1
1335	Rps8	Serpine1
1336	Rplp1	Serpine1
1337	Prdx6	Serpine1
1338	Rgcc	Serpine1
1339	Rps23	Serpine1
1340	Slc16a3	Serpine1
1341	Manf	Serpine1
1342	Emilin2	Serpine1
1343	Smox	Serpine1
1344	Ero1l	Serpine1
1345	Nedd9	Serpine1
1346	Inhba	Serpine1
1347	Bnip3	Serpine1
1348	Fam162a	Serpine1
1349	Higd1a	Serpine1
1350	Fndc3a	Serpine1
1351	Eif4ebp1	Serpine1
1352	P4hb	Serpine1
1353	Trem1	Serpine1
1354	Grina	Serpine1
1355	Tes	Serpine1
1356	Pfkp	Serpine1
1357	Egln3	Serpine1
1358	Gpat3	Serpine1
1359	Lyz2	Serpinb2
1360	Ctss	Serpinb2
1361	Cst3	Serpinb2
1362	Tmsb4x	Serpinb2
1363	Cxcl3	Serpinb2
1364	Rpl37a	Serpinb2
1365	Rps27a	Serpinb2
1366	Tyrobp	Serpinb2
1367	Rpl32	Serpinb2
1368	Rps18	Serpinb2
1369	Rps4x	Serpinb2
1370	Rps19	Serpinb2
1371	Rpl13	Serpinb2
1372	Rps8	Serpinb2
1373	Rplp1	Serpinb2
1374	Rpl3	Serpinb2
1375	Fcer1g	Serpinb2
1376	Rpl14	Serpinb2
1377	Rgcc	Serpinb2
1378	Rps23	Serpinb2
1379	F10	Serpinb2
1380	Rpl11	Serpinb2
1381	Slc16a3	Serpinb2
1382	Mt2	Serpinb2
1383	Smox	Serpinb2
1384	Ero1l	Serpinb2
1385	Inhba	Serpinb2
1386	Bnip3	Serpinb2
1387	Fam162a	Serpinb2
1388	Higd1a	Serpinb2
1389	Fndc3a	Serpinb2
1390	Dnajb9	Serpinb2
1391	Slc2a1	Serpinb2
1392	Eif4ebp1	Serpinb2
1393	P4hb	Serpinb2
1394	Sgms2	Serpinb2
1395	Maml2	Serpinb2
1396	Trem1	Serpinb2
1397	Grina	Serpinb2
1398	Ndrg1	Serpinb2
1399	Tuba1a	Serpinb2
1400	Pfkp	Serpinb2
1401	Egln3	Serpinb2
1402	Atf4	Serpinb2
1403	Ctss	Creld2
1404	Cst3	Creld2
1405	Tmsb4x	Creld2
1406	Cxcl3	Creld2
1407	Rps18	Creld2
1408	Rps19	Creld2
1409	Prdx6	Creld2
1410	Rgcc	Creld2
1411	F10	Creld2
1412	Rpl11	Creld2
1413	Slc16a3	Creld2
1414	Manf	Creld2
1415	Mt2	Creld2
1416	Emilin2	Creld2
1417	Smox	Creld2
1418	Ero1l	Creld2
1419	Nedd9	Creld2
1420	Bnip3	Creld2
1421	Fam162a	Creld2
1422	Higd1a	Creld2
1423	Pilra	Creld2
1424	Fndc3a	Creld2
1425	Dnajb9	Creld2
1426	Gpr141	Creld2
1427	Slc2a1	Creld2
1428	Eif4ebp1	Creld2
1429	P4hb	Creld2
1430	Sgms2	Creld2
1431	Trem1	Creld2
1432	Grina	Creld2
1433	Ndrg1	Creld2
1434	Tes	Creld2
1435	Tuba1a	Creld2
1436	Pfkp	Creld2
1437	Egln3	Creld2
1438	Herpud1	Creld2
1439	Gpat3	Creld2
1440	Lyz2	Pcgf5
1441	Tmsb4x	Pcgf5
1442	Cxcl3	Pcgf5
1443	Rpl32	Pcgf5
1444	Rps18	Pcgf5
1445	Rps8	Pcgf5
1446	Rpl3	Pcgf5
1447	Rpl14	Pcgf5
1448	Rgcc	Pcgf5
1449	Slc16a3	Pcgf5
1450	Manf	Pcgf5
1451	Mt2	Pcgf5
1452	Smox	Pcgf5
1453	Ero1l	Pcgf5
1454	Inhba	Pcgf5
1455	Bnip3	Pcgf5
1456	Fam162a	Pcgf5
1457	Fndc3a	Pcgf5
1458	Dnajb9	Pcgf5
1459	Gpr141	Pcgf5
1460	Slc2a1	Pcgf5
1461	Eif4ebp1	Pcgf5
1462	P4hb	Pcgf5
1463	Pfkp	Pcgf5
1464	Egln3	Pcgf5
1465	Serpinb2	Pcgf5
1466	Lyz2	F5
1467	Ctss	F5
1468	Cst3	F5
1469	Tmsb4x	F5
1470	Tyrobp	F5
1471	Fcer1g	F5
1472	Prdx6	F5
1473	Rpl14	F5
1474	Rgcc	F5
1475	F10	F5
1476	Slc16a3	F5
1477	Manf	F5
1478	Mt2	F5
1479	Ero1l	F5
1480	Nedd9	F5
1481	Bnip3	F5
1482	Fam162a	F5
1483	Pilra	F5
1484	Fndc3a	F5
1485	Dnajb9	F5
1486	Gpr141	F5
1487	Eif4ebp1	F5
1488	P4hb	F5
1489	Sgms2	F5
1490	Grina	F5
1491	Ndrg1	F5
1492	Egln3	F5
1493	Herpud1	F5
1494	Serpine1	F5
1495	Creld2	F5
1496	Lyz2	Il13ra1
1497	Ctss	Il13ra1
1498	Tmsb4x	Il13ra1
1499	Cxcl3	Il13ra1
1500	Rpl37a	Il13ra1
1501	Rps27a	Il13ra1
1502	Rpl32	Il13ra1
1503	Slpi	Il13ra1
1504	Rps18	Il13ra1
1505	Rpl41	Il13ra1
1506	Rps19	Il13ra1
1507	Rpl13	Il13ra1
1508	Rps8	Il13ra1
1509	Rplp1	Il13ra1
1510	Rpl3	Il13ra1
1511	Fcer1g	Il13ra1
1512	Prdx6	Il13ra1
1513	Rpl14	Il13ra1
1514	Rgcc	Il13ra1
1515	Rpl11	Il13ra1
1516	Mt2	Il13ra1
1517	Emilin2	Il13ra1
1518	Smox	Il13ra1
1519	Ero1l	Il13ra1
1520	Nedd9	Il13ra1
1521	Inhba	Il13ra1
1522	Bnip3	Il13ra1
1523	Fam162a	Il13ra1
1524	Pilra	Il13ra1
1525	Fndc3a	Il13ra1
1526	P4hb	Il13ra1
1527	Trem1	Il13ra1
1528	Grina	Il13ra1
1529	Ndrg1	Il13ra1
1530	Tes	Il13ra1
1531	Egln3	Il13ra1
1532	Serpinb2	Il13ra1
1533	Lyz2	Resf1
1534	Ctss	Resf1
1535	Tmsb4x	Resf1
1536	Cxcl3	Resf1
1537	Rpl37a	Resf1
1538	Rps27a	Resf1
1539	Tyrobp	Resf1
1540	Rps29	Resf1
1541	Rpl32	Resf1
1542	Rps18	Resf1
1543	Rpl41	Resf1
1544	Rps19	Resf1
1545	Rpl13	Resf1
1546	Rps8	Resf1
1547	Rplp1	Resf1
1548	Rpl3	Resf1
1549	Rps23	Resf1
1550	Rpl11	Resf1
1551	Mt2	Resf1
1552	Ero1l	Resf1
1553	Fndc3a	Resf1
1554	Creld2	Resf1
1555	Il13ra1	Resf1
1556	Rps27a	Gm11290
1557	Rps19	Gm11290
1558	Creld2	Gm11290
1559	Lyz2	Bnip3l
1560	Ctss	Bnip3l
1561	Cst3	Bnip3l
1562	Tmsb4x	Bnip3l
1563	Cxcl3	Bnip3l
1564	Rps27a	Bnip3l
1565	Tyrobp	Bnip3l
1566	Rpl32	Bnip3l
1567	Slpi	Bnip3l
1568	Rps18	Bnip3l
1569	Rps19	Bnip3l
1570	Rpl13	Bnip3l
1571	Rps8	Bnip3l
1572	Rplp1	Bnip3l
1573	Rpl3	Bnip3l
1574	Prdx6	Bnip3l
1575	Rpl14	Bnip3l
1576	Rgcc	Bnip3l
1577	F10	Bnip3l
1578	Rpl11	Bnip3l
1579	Ccr1	Bnip3l
1580	Slc16a3	Bnip3l
1581	Manf	Bnip3l
1582	Mt2	Bnip3l
1583	Emilin2	Bnip3l
1584	Smox	Bnip3l
1585	Ero1l	Bnip3l
1586	Nedd9	Bnip3l
1587	Inhba	Bnip3l
1588	Bnip3	Bnip3l
1589	Fam162a	Bnip3l
1590	Higd1a	Bnip3l
1591	Pilra	Bnip3l
1592	Fndc3a	Bnip3l
1593	Dnajb9	Bnip3l
1594	Gpr141	Bnip3l
1595	Dok2	Bnip3l
1596	Slc2a1	Bnip3l
1597	Eif4ebp1	Bnip3l
1598	P4hb	Bnip3l
1599	Sgms2	Bnip3l
1600	Maml2	Bnip3l
1601	Grina	Bnip3l
1602	Ndrg1	Bnip3l
1603	Tes	Bnip3l
1604	Tuba1a	Bnip3l
1605	Pfkp	Bnip3l
1606	Egln3	Bnip3l
1607	Snx18	Bnip3l
1608	Herpud1	Bnip3l
1609	Gpat3	Bnip3l
1610	Serpine1	Bnip3l
1611	Serpinb2	Bnip3l
1612	Creld2	Bnip3l
1613	Pcgf5	Bnip3l
1614	F5	Bnip3l
1615	Il13ra1	Bnip3l
1616	Lyz2	Fbxl5
1617	Tmsb4x	Fbxl5
1618	Cxcl3	Fbxl5
1619	Rpl37a	Fbxl5
1620	Tyrobp	Fbxl5
1621	Rps29	Fbxl5
1622	Rpl32	Fbxl5
1623	Rps19	Fbxl5
1624	Rpl13	Fbxl5
1625	Prdx6	Fbxl5
1626	Rps23	Fbxl5
1627	Mt2	Fbxl5
1628	Inhba	Fbxl5
1629	Bnip3	Fbxl5
1630	Fndc3a	Fbxl5
1631	Eif4ebp1	Fbxl5
1632	Egln3	Fbxl5
1633	Atf4	Fbxl5
1634	Serpinb2	Fbxl5
1635	Lyz2	Map2k1
1636	Ctss	Map2k1
1637	Cst3	Map2k1
1638	Tmsb4x	Map2k1
1639	Cxcl3	Map2k1
1640	Rpl37a	Map2k1
1641	Rpl32	Map2k1
1642	Rps18	Map2k1
1643	Rpl13	Map2k1
1644	Rps8	Map2k1
1645	Rpl3	Map2k1
1646	Prdx6	Map2k1
1647	Rpl14	Map2k1
1648	F10	Map2k1
1649	Rpl11	Map2k1
1650	Ccr1	Map2k1
1651	Slc16a3	Map2k1
1652	Manf	Map2k1
1653	Smox	Map2k1
1654	Ero1l	Map2k1
1655	Nedd9	Map2k1
1656	Inhba	Map2k1
1657	Bnip3	Map2k1
1658	Fam162a	Map2k1
1659	Higd1a	Map2k1
1660	Fndc3a	Map2k1
1661	Dnajb9	Map2k1
1662	Slc2a1	Map2k1
1663	Eif4ebp1	Map2k1
1664	P4hb	Map2k1
1665	Sgms2	Map2k1
1666	Trem1	Map2k1
1667	Grina	Map2k1
1668	Ndrg1	Map2k1
1669	Tes	Map2k1
1670	Tuba1a	Map2k1
1671	Pfkp	Map2k1
1672	Egln3	Map2k1
1673	Atf4	Map2k1
1674	Herpud1	Map2k1
1675	Gpat3	Map2k1
1676	Serpine1	Map2k1
1677	Creld2	Map2k1
1678	Bnip3l	Map2k1
1679	Tmsb4x	P4ha1
1680	Tyrobp	P4ha1
1681	Rps8	P4ha1
1682	F10	P4ha1
1683	Ccr1	P4ha1
1684	Slc16a3	P4ha1
1685	Manf	P4ha1
1686	Mt2	P4ha1
1687	Emilin2	P4ha1
1688	Smox	P4ha1
1689	Ero1l	P4ha1
1690	Bnip3	P4ha1
1691	Fam162a	P4ha1
1692	Higd1a	P4ha1
1693	Dnajb9	P4ha1
1694	Slc2a1	P4ha1
1695	Eif4ebp1	P4ha1
1696	P4hb	P4ha1
1697	Grina	P4ha1
1698	Ndrg1	P4ha1
1699	Tes	P4ha1
1700	Tuba1a	P4ha1
1701	Pfkp	P4ha1
1702	Egln3	P4ha1
1703	Snx18	P4ha1
1704	Herpud1	P4ha1
1705	Gpat3	P4ha1
1706	Creld2	P4ha1
1707	Bnip3l	P4ha1
1708	Map2k1	P4ha1
1709	Lyz2	Ssr3
1710	Ctss	Ssr3
1711	Cst3	Ssr3
1712	Tmsb4x	Ssr3
1713	Cxcl3	Ssr3
1714	Slpi	Ssr3
1715	Prdx6	Ssr3
1716	Rgcc	Ssr3
1717	F10	Ssr3
1718	Slc16a3	Ssr3
1719	Manf	Ssr3
1720	Mt2	Ssr3
1721	Emilin2	Ssr3
1722	Smox	Ssr3
1723	Ero1l	Ssr3
1724	Nedd9	Ssr3
1725	Bnip3	Ssr3
1726	Fam162a	Ssr3
1727	Higd1a	Ssr3
1728	Fndc3a	Ssr3
1729	Dnajb9	Ssr3
1730	Gpr141	Ssr3
1731	Dok2	Ssr3
1732	Slc2a1	Ssr3
1733	Eif4ebp1	Ssr3
1734	P4hb	Ssr3
1735	Sgms2	Ssr3
1736	Trem1	Ssr3
1737	Grina	Ssr3
1738	Ndrg1	Ssr3
1739	Tes	Ssr3
1740	Tuba1a	Ssr3
1741	Pfkp	Ssr3
1742	Egln3	Ssr3
1743	Snx18	Ssr3
1744	Herpud1	Ssr3
1745	Gpat3	Ssr3
1746	Serpine1	Ssr3
1747	Creld2	Ssr3
1748	F5	Ssr3
1749	Resf1	Ssr3
1750	Bnip3l	Ssr3
1751	P4ha1	Ssr3
1752	Lyz2	Selenbp1
1753	Ctss	Selenbp1
1754	Cst3	Selenbp1
1755	Tmsb4x	Selenbp1
1756	Cxcl3	Selenbp1
1757	Rpl37a	Selenbp1
1758	Rps27a	Selenbp1
1759	Tyrobp	Selenbp1
1760	Rpl32	Selenbp1
1761	Rps18	Selenbp1
1762	Rpl41	Selenbp1
1763	Rps19	Selenbp1
1764	Rpl13	Selenbp1
1765	Rps8	Selenbp1
1766	Rplp1	Selenbp1
1767	Rpl3	Selenbp1
1768	Prdx6	Selenbp1
1769	Rpl14	Selenbp1
1770	Rgcc	Selenbp1
1771	Rps23	Selenbp1
1772	F10	Selenbp1
1773	Rpl11	Selenbp1
1774	Slc16a3	Selenbp1
1775	Manf	Selenbp1
1776	Mt2	Selenbp1
1777	Emilin2	Selenbp1
1778	Smox	Selenbp1
1779	Ero1l	Selenbp1
1780	Nedd9	Selenbp1
1781	Bnip3	Selenbp1
1782	Fam162a	Selenbp1
1783	Higd1a	Selenbp1
1784	Pilra	Selenbp1
1785	Fndc3a	Selenbp1
1786	Dnajb9	Selenbp1
1787	Gpr141	Selenbp1
1788	Slc2a1	Selenbp1
1789	Eif4ebp1	Selenbp1
1790	P4hb	Selenbp1
1791	Sgms2	Selenbp1
1792	Maml2	Selenbp1
1793	Trem1	Selenbp1
1794	Grina	Selenbp1
1795	Ndrg1	Selenbp1
1796	Tes	Selenbp1
1797	Bst1	Selenbp1
1798	Pfkp	Selenbp1
1799	Egln3	Selenbp1
1800	Atf4	Selenbp1
1801	Snx18	Selenbp1
1802	Herpud1	Selenbp1
1803	Gpat3	Selenbp1
1804	Serpine1	Selenbp1
1805	Serpinb2	Selenbp1
1806	Creld2	Selenbp1
1807	Pcgf5	Selenbp1
1808	F5	Selenbp1
1809	Il13ra1	Selenbp1
1810	Bnip3l	Selenbp1
1811	Fbxl5	Selenbp1
1812	Map2k1	Selenbp1
1813	P4ha1	Selenbp1
1814	Ssr3	Selenbp1
1815	Ctss	Slbp
1816	Tmsb4x	Slbp
1817	Rpl13	Slbp
1818	Manf	Slbp
1819	Mt2	Slbp
1820	Ero1l	Slbp
1821	Inhba	Slbp
1822	Bnip3	Slbp
1823	Fam162a	Slbp
1824	Higd1a	Slbp
1825	Fndc3a	Slbp
1826	Dnajb9	Slbp
1827	Sgms2	Slbp
1828	Ndrg1	Slbp
1829	Egln3	Slbp
1830	Gpat3	Slbp
1831	Serpine1	Slbp
1832	Serpinb2	Slbp
1833	Creld2	Slbp
1834	Bnip3l	Slbp
1835	Map2k1	Slbp
1836	P4ha1	Slbp
1837	Ssr3	Slbp
1838	Ctss	Rbpms
1839	Tmsb4x	Rbpms
1840	Cxcl3	Rbpms
1841	Rpl3	Rbpms
1842	Rgcc	Rbpms
1843	F10	Rbpms
1844	Manf	Rbpms
1845	Ero1l	Rbpms
1846	Nedd9	Rbpms
1847	Bnip3	Rbpms
1848	Fam162a	Rbpms
1849	Trem1	Rbpms
1850	Grina	Rbpms
1851	Serpine1	Rbpms
1852	Lyz2	Gadd45a
1853	Ctss	Gadd45a
1854	Cst3	Gadd45a
1855	Tmsb4x	Gadd45a
1856	Cxcl3	Gadd45a
1857	Tyrobp	Gadd45a
1858	Rps18	Gadd45a
1859	Rps4x	Gadd45a
1860	Rps19	Gadd45a
1861	Rpl13	Gadd45a
1862	Rps8	Gadd45a
1863	Rplp1	Gadd45a
1864	Fcer1g	Gadd45a
1865	Prdx6	Gadd45a
1866	Rpl14	Gadd45a
1867	Rgcc	Gadd45a
1868	F10	Gadd45a
1869	Slc16a3	Gadd45a
1870	Manf	Gadd45a
1871	Mt2	Gadd45a
1872	Ero1l	Gadd45a
1873	Bnip3	Gadd45a
1874	Fam162a	Gadd45a
1875	Fndc3a	Gadd45a
1876	Dnajb9	Gadd45a
1877	Slc2a1	Gadd45a
1878	P4hb	Gadd45a
1879	Sgms2	Gadd45a
1880	Maml2	Gadd45a
1881	Grina	Gadd45a
1882	Ndrg1	Gadd45a
1883	Egln3	Gadd45a
1884	Atf4	Gadd45a
1885	Herpud1	Gadd45a
1886	Gpat3	Gadd45a
1887	Serpinb2	Gadd45a
1888	Creld2	Gadd45a
1889	Resf1	Gadd45a
1890	Bnip3l	Gadd45a
1891	P4ha1	Gadd45a
1892	Ssr3	Gadd45a
1893	Selenbp1	Gadd45a
1894	Lyz2	Slc23a2
1895	Tmsb4x	Slc23a2
1896	Cxcl3	Slc23a2
1897	Rpl37a	Slc23a2
1898	Tyrobp	Slc23a2
1899	Rpl32	Slc23a2
1900	Rps18	Slc23a2
1901	Rps4x	Slc23a2
1902	Rps19	Slc23a2
1903	Rps8	Slc23a2
1904	Fcer1g	Slc23a2
1905	Mt2	Slc23a2
1906	Smox	Slc23a2
1907	Ero1l	Slc23a2
1908	Inhba	Slc23a2
1909	Bnip3	Slc23a2
1910	Fam162a	Slc23a2
1911	Dok2	Slc23a2
1912	Slc2a1	Slc23a2
1913	P4hb	Slc23a2
1914	Trem1	Slc23a2
1915	Grina	Slc23a2
1916	Ndrg1	Slc23a2
1917	Bst1	Slc23a2
1918	Tuba1a	Slc23a2
1919	Serpinb2	Slc23a2
1920	Bnip3l	Slc23a2
1921	Lyz2	Mthfd1l
1922	Ctss	Mthfd1l
1923	Tmsb4x	Mthfd1l
1924	Cxcl3	Mthfd1l
1925	Rps19	Mthfd1l
1926	Prdx6	Mthfd1l
1927	Rgcc	Mthfd1l
1928	F10	Mthfd1l
1929	Slc16a3	Mthfd1l
1930	Manf	Mthfd1l
1931	Mt2	Mthfd1l
1932	Emilin2	Mthfd1l
1933	Smox	Mthfd1l
1934	Ero1l	Mthfd1l
1935	Bnip3	Mthfd1l
1936	Higd1a	Mthfd1l
1937	Dnajb9	Mthfd1l
1938	Gpr141	Mthfd1l
1939	Slc2a1	Mthfd1l
1940	P4hb	Mthfd1l
1941	Sgms2	Mthfd1l
1942	Trem1	Mthfd1l
1943	Grina	Mthfd1l
1944	Ndrg1	Mthfd1l
1945	Tes	Mthfd1l
1946	Pfkp	Mthfd1l
1947	Egln3	Mthfd1l
1948	Gpat3	Mthfd1l
1949	Creld2	Mthfd1l
1950	Bnip3l	Mthfd1l
1951	Selenbp1	Mthfd1l
1952	Gadd45a	Mthfd1l
1953	Ctss	Pdia4
1954	Cst3	Pdia4
1955	Tmsb4x	Pdia4
1956	Cxcl3	Pdia4
1957	Tyrobp	Pdia4
1958	Rps19	Pdia4
1959	Rps8	Pdia4
1960	Rgcc	Pdia4
1961	Rpl11	Pdia4
1962	Slc16a3	Pdia4
1963	Manf	Pdia4
1964	Mt2	Pdia4
1965	Emilin2	Pdia4
1966	Smox	Pdia4
1967	Ero1l	Pdia4
