Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
Fabp7	-5.555520942	3.08E-07	0.001	0.015	0.009934523
Gm15726	-3.755250255	3.16E-07	0.001	0.015	0.010208354
Prr5l	2.601952371	3.48E-07	0.025	0.005	0.011232418
Gm16845	3.311728593	3.63E-07	0.019	0.002	0.011734793
Adam33	3.830418618	3.83E-07	0.017	0.001	0.012378407
2210408I21Rik	2.682023636	4.11E-07	0.031	0.008	0.013269987
Afmid	3.267670324	4.60E-07	0.021	0.003	0.014853996
Kpna2	-2.316369604	4.71E-07	0.004	0.022	0.015204305
Iqcc	2.941870214	5.20E-07	0.023	0.004	0.016784236
Areg	-4.960415504	5.36E-07	0.001	0.015	0.017312962
B930036N10Rik	-3.112151811	5.39E-07	0.002	0.017	0.017391343
Hyou1	-2.314136834	6.34E-07	0.002	0.018	0.020477362
Chst1	-2.684943643	6.81E-07	0.003	0.019	0.021976463
Esr1	2.230597765	6.88E-07	0.036	0.012	0.022207759
Ptcd1	3.101255368	6.91E-07	0.02	0.003	0.022307492
Man2a2	2.074802842	7.05E-07	0.048	0.019	0.022747956
Angpt2	-2.804445521	7.18E-07	0.003	0.02	0.023177824
Pdk2	3.863082279	7.29E-07	0.021	0.003	0.023526083
Cmtm8	5.561946264	7.33E-07	0.015	0.001	0.023680095
Hbegf	-2.383801081	7.43E-07	0.001	0.016	0.023982915
Tesk2	2.089162418	8.67E-07	0.032	0.009	0.027981089
Galnt12	3.747131707	9.54E-07	0.018	0.002	0.030807793
Mmp2	2.138282561	1.09E-06	0.03	0.008	0.035068644
Il1r2	-2.662886073	1.16E-06	0.003	0.019	0.037299648
P3h3	2.459866789	1.25E-06	0.027	0.006	0.040252383
Ahi1	-2.301828675	1.25E-06	0.003	0.02	0.040405758
Vdr	-2.99635296	1.26E-06	0.001	0.015	0.040827035
1700003F12Rik	6.948001995	1.31E-06	0.013	0	0.042139771
Tmem221	2.84880779	1.32E-06	0.023	0.005	0.042545675
Cercam	2.523367478	1.39E-06	0.022	0.004	0.044915169
