Gene_Symbol	avg_log2FC	p_val	pct.1	pct.2	p_val_adj
Dok2	3.011097747	8.20E-18	0.146	0.011	2.65E-13
Ndufa5	3.403008407	1.07E-17	0.14	0.01	3.44E-13
Tsn	2.121024664	1.10E-17	0.184	0.028	3.55E-13
Ms4a7	6.192856669	1.14E-17	0.118	0.002	3.69E-13
Lmna	2.854642335	1.30E-17	0.155	0.016	4.21E-13
Ceacam10	-4.129395733	1.56E-17	0.015	0.16	5.03E-13
Xrn2	2.993870974	1.63E-17	0.144	0.011	5.26E-13
Hes1	3.235038608	1.75E-17	0.135	0.008	5.66E-13
Stx8	2.431782552	1.83E-17	0.163	0.02	5.89E-13
2-Mar	4.455521952	1.93E-17	0.125	0.005	6.23E-13
Id3	2.452157152	2.27E-17	0.182	0.029	7.32E-13
Commd4	2.247294371	2.75E-17	0.202	0.039	8.88E-13
Nceh1	3.397213604	3.31E-17	0.144	0.013	1.07E-12
Aopep	3.297827584	3.59E-17	0.14	0.011	1.16E-12
Siva1	2.549249624	4.19E-17	0.167	0.023	1.35E-12
Dek	2.348162028	5.19E-17	0.17	0.024	1.68E-12
Ms4a8a	8.739787468	5.61E-17	0.109	0	1.81E-12
Gm6377	3.626787412	6.21E-17	0.131	0.008	2.00E-12
Rap2b	2.834144123	6.35E-17	0.144	0.013	2.05E-12
Apba1	5.445323937	8.39E-17	0.112	0.002	2.71E-12
Idh1	3.970299964	9.09E-17	0.129	0.008	2.94E-12
Pkig	3.854558778	9.45E-17	0.125	0.007	3.05E-12
Sumo3	2.36590921	1.56E-16	0.157	0.02	5.02E-12
Filip1l	5.453254207	1.61E-16	0.11	0.002	5.19E-12
Nt5e	-3.229890462	1.81E-16	0.039	0.194	5.85E-12
Lair1	2.346921207	1.96E-16	0.176	0.029	6.34E-12
Slc38a1	3.127149223	2.03E-16	0.146	0.016	6.55E-12
Daglb	3.475087054	2.13E-16	0.124	0.007	6.86E-12
mt-Nd5	2.136466215	2.94E-16	0.185	0.034	9.50E-12
Hspd1	2.552562128	4.00E-16	0.146	0.016	1.29E-11
Nt5c	2.501220652	4.28E-16	0.163	0.024	1.38E-11
Cacybp	2.270050072	4.43E-16	0.15	0.018	1.43E-11
Mthfs	-2.035785451	6.61E-16	0.118	0.295	2.13E-11
Adam19	-2.677456129	7.16E-16	0.034	0.184	2.31E-11
Cyb5a	2.431622459	7.46E-16	0.161	0.024	2.41E-11
Naa38	2.306904094	7.52E-16	0.155	0.021	2.43E-11
Necap2	2.483408763	1.20E-15	0.154	0.021	3.86E-11
Comt	2.640693613	1.20E-15	0.146	0.018	3.88E-11
Acp5	8.364575687	1.39E-15	0.099	0	4.49E-11
Fam129b	3.584158108	1.39E-15	0.118	0.007	4.49E-11
Ndufs3	2.454787045	1.41E-15	0.146	0.018	4.55E-11
Rnf187	2.233577314	1.49E-15	0.167	0.028	4.81E-11
Elk3	2.452767104	1.63E-15	0.135	0.013	5.25E-11
Cd36	3.036192749	1.82E-15	0.129	0.011	5.88E-11
Cxcr5	-2.46624996	2.06E-15	0.036	0.184	6.66E-11
Mrps25	3.391709413	2.51E-15	0.124	0.01	8.10E-11
Bach2	8.600692519	2.63E-15	0.097	0	8.50E-11
Mrtfa	2.285892913	2.66E-15	0.152	0.021	8.60E-11
Chil1	-2.276167007	2.82E-15	0.075	0.239	9.11E-11
Ube2v2	3.226212407	2.86E-15	0.127	0.011	9.22E-11
Aimp1	4.199599391	3.41E-15	0.11	0.005	1.10E-10
Optn	-2.988500279	3.62E-15	0.036	0.179	1.17E-10
Tcf7l2	2.140921707	3.86E-15	0.146	0.02	1.25E-10
1110004F10Rik	2.20661661	3.88E-15	0.154	0.023	1.25E-10
Etfa	2.730652344	3.90E-15	0.139	0.016	1.26E-10
Banf1	3.848478593	4.02E-15	0.114	0.007	1.30E-10
Gm43661	-2.022278217	4.03E-15	0.11	0.28	1.30E-10
C1qbp	8.246988465	4.98E-15	0.096	0	1.61E-10
Mrpl11	8.102559888	4.98E-15	0.096	0	1.61E-10
Mrpl35	4.356400484	5.50E-15	0.105	0.003	1.77E-10
Cct2	2.314161871	6.79E-15	0.148	0.021	2.19E-10
S100a1	3.861396834	6.98E-15	0.109	0.005	2.25E-10
Plekho1	4.798246184	7.68E-15	0.099	0.002	2.48E-10
Sdhc	2.020552804	8.25E-15	0.159	0.026	2.66E-10
Epb41l2	2.414664795	9.06E-15	0.154	0.024	2.93E-10
Pop5	8.285206573	9.42E-15	0.094	0	3.04E-10
3830406C13Rik	4.336148815	1.04E-14	0.103	0.003	3.37E-10
Fam49a	3.275361912	1.07E-14	0.116	0.008	3.46E-10
Ssbp4	3.209455186	1.17E-14	0.116	0.008	3.76E-10
Ccdc88a	3.14512839	1.18E-14	0.12	0.01	3.82E-10
Gfer	4.066989563	1.30E-14	0.107	0.005	4.20E-10
Gm20234	-3.676007683	1.36E-14	0.026	0.158	4.39E-10
C3ar1	2.568277963	1.52E-14	0.131	0.015	4.91E-10
Susd3	2.327230065	1.55E-14	0.146	0.021	5.01E-10
Gm12840	-2.775237348	2.18E-14	0.049	0.194	7.04E-10
Slc35b1	2.287561639	2.35E-14	0.148	0.023	7.59E-10
Slc39a1	2.132097055	2.43E-14	0.161	0.029	7.84E-10
Smc6	2.609126714	2.58E-14	0.133	0.016	8.34E-10
Prdx3	5.247883064	2.63E-14	0.096	0.002	8.50E-10
Ddx39	2.210528536	2.77E-14	0.144	0.021	8.95E-10
Timm10	8.274839011	3.36E-14	0.09	0	1.09E-09
2210016F16Rik	3.141676901	3.50E-14	0.109	0.007	1.13E-09
Rftn1	4.270559559	3.65E-14	0.099	0.003	1.18E-09
Cnih1	3.973854077	3.83E-14	0.099	0.003	1.24E-09
Ifi203	4.212949369	4.18E-14	0.103	0.005	1.35E-09
Lrpap1	2.340308949	4.86E-14	0.139	0.02	1.57E-09
Phf11b	4.988065792	5.02E-14	0.094	0.002	1.62E-09
Ldlr	3.50232348	5.70E-14	0.107	0.007	1.84E-09
Rab44	-2.23402614	5.74E-14	0.09	0.244	1.85E-09
Ehd4	3.088707003	5.90E-14	0.122	0.013	1.90E-09
Csta2	-5.927097144	5.91E-14	0.007	0.117	1.91E-09
Got1	8.162741062	6.34E-14	0.088	0	2.05E-09
Ifi209	2.631209686	6.47E-14	0.137	0.02	2.09E-09
Commd3	2.219709648	6.91E-14	0.163	0.033	2.23E-09
Cish	-2.950883086	7.23E-14	0.039	0.174	2.33E-09
Tcf12	2.827666192	7.98E-14	0.114	0.01	2.58E-09
Mef2c	2.433238313	9.09E-14	0.133	0.018	2.93E-09
Mrpl15	3.572078876	9.09E-14	0.101	0.005	2.94E-09
Cd93	3.829103169	9.18E-14	0.109	0.008	2.96E-09
Pltp	5.198514511	9.42E-14	0.092	0.002	3.04E-09
Scpep1	5.278840482	9.42E-14	0.092	0.002	3.04E-09
Snw1	2.236086107	9.66E-14	0.15	0.026	3.12E-09
Renbp	3.076599769	9.66E-14	0.101	0.005	3.12E-09
Pfdn4	2.336175981	1.10E-13	0.122	0.013	3.56E-09
Psmd7	2.035696834	1.21E-13	0.14	0.021	3.89E-09
Car4	-6.634224713	1.26E-13	0.006	0.111	4.08E-09
Pram1	-2.923847606	1.26E-13	0.039	0.173	4.08E-09
Mrps36	3.887742492	1.33E-13	0.096	0.003	4.31E-09
Slc7a8	4.119709343	1.35E-13	0.096	0.003	4.37E-09
Samm50	2.725142617	1.45E-13	0.124	0.015	4.68E-09
Mrpl28	3.94306473	1.66E-13	0.103	0.007	5.36E-09
Ace	5.668231693	1.69E-13	0.09	0.002	5.47E-09
Bscl2	3.706654467	1.74E-13	0.099	0.005	5.62E-09
Adam15	5.030765741	1.79E-13	0.09	0.002	5.77E-09
Ndufa10	2.427387879	1.83E-13	0.12	0.013	5.91E-09
Egr2	-2.59261565	1.88E-13	0.06	0.2	6.08E-09
Asprv1	-2.356473805	2.12E-13	0.077	0.228	6.84E-09
Cln8	8.152327632	2.25E-13	0.084	0	7.27E-09
Rbis	2.114740096	2.37E-13	0.137	0.021	7.66E-09
Psmd12	2.594753882	2.46E-13	0.125	0.016	7.96E-09
Sec13	2.017162158	2.47E-13	0.148	0.026	7.96E-09
Snx1	2.219861572	2.64E-13	0.146	0.026	8.51E-09
Ap1s1	2.859697094	2.76E-13	0.107	0.008	8.90E-09
AW112010	3.338042077	3.29E-13	0.097	0.005	1.06E-08
Eif2s1	2.079476579	3.39E-13	0.137	0.021	1.10E-08
Vma21	4.663516517	3.40E-13	0.088	0.002	1.10E-08
Cct3	2.25040043	3.46E-13	0.129	0.018	1.12E-08
Timm17a	2.443414638	3.75E-13	0.122	0.015	1.21E-08
Rtcb	3.286852583	3.95E-13	0.101	0.007	1.28E-08
Specc1l	7.977508346	4.23E-13	0.082	0	1.37E-08
Nubp1	3.260101288	4.24E-13	0.105	0.008	1.37E-08
Echs1	4.367104839	4.54E-13	0.092	0.003	1.47E-08
Pot1b	4.510143045	4.77E-13	0.096	0.005	1.54E-08
Arhgef10l	5.69691865	5.85E-13	0.086	0.002	1.89E-08
Gde1	2.012152096	6.48E-13	0.116	0.013	2.09E-08
Anxa6	2.447583426	6.61E-13	0.12	0.015	2.13E-08
Dennd4c	3.11909669	7.90E-13	0.099	0.007	2.55E-08
Mrpl58	2.79433139	9.21E-13	0.103	0.008	2.97E-08
Anapc5	2.637284174	1.10E-12	0.114	0.013	3.55E-08
Nudc	2.298446117	1.12E-12	0.135	0.023	3.63E-08
Bin1	5.042866105	1.18E-12	0.084	0.002	3.80E-08
Tifab	4.784763078	1.19E-12	0.084	0.002	3.85E-08
Gm47283	3.485955272	1.21E-12	0.097	0.007	3.92E-08
Nfu1	3.341948801	1.33E-12	0.097	0.007	4.29E-08
Dipk1a	3.287085305	1.39E-12	0.101	0.008	4.48E-08
Scarb1	8.058749053	1.49E-12	0.079	0	4.83E-08
Dusp22	8.001005184	1.49E-12	0.079	0	4.83E-08
Cltb	3.090065826	1.62E-12	0.105	0.01	5.22E-08
Stom	3.961435114	1.65E-12	0.088	0.003	5.33E-08
Gpr137b	2.627543511	1.85E-12	0.112	0.013	5.99E-08
Osgep	4.018277557	1.86E-12	0.096	0.007	6.02E-08
Itgb7	2.488409413	1.87E-12	0.116	0.015	6.05E-08
Idh3b	5.709356295	2.06E-12	0.082	0.002	6.65E-08
Bhlhe40	-2.03100025	2.12E-12	0.097	0.241	6.85E-08
Tcf4	2.473152162	2.20E-12	0.112	0.013	7.11E-08
Limd1	3.120298658	2.21E-12	0.092	0.005	7.12E-08
Cyp4f16	4.918833918	2.22E-12	0.082	0.002	7.17E-08
Nrg1	3.860346261	2.27E-12	0.082	0.002	7.34E-08
Myo1g	3.244331756	2.64E-12	0.099	0.008	8.53E-08
Cblb	8.190163552	2.81E-12	0.077	0	9.06E-08
Lsm2	2.872492614	2.90E-12	0.107	0.011	9.36E-08
Acp1	2.404732591	3.62E-12	0.118	0.016	1.17E-07
P2rx4	2.059276044	3.70E-12	0.135	0.024	1.19E-07
Pepd	5.41015516	3.93E-12	0.081	0.002	1.27E-07
Fdx2	4.274155081	4.26E-12	0.081	0.002	1.37E-07
Acat1	3.061019411	5.06E-12	0.097	0.008	1.63E-07
Saa3	2.628872482	5.14E-12	0.129	0.023	1.66E-07
Maml2	3.924276774	5.70E-12	0.084	0.003	1.84E-07
Tspan31	3.412926335	7.59E-12	0.088	0.005	2.45E-07
Fcgrt	5.360139759	7.59E-12	0.079	0.002	2.45E-07
Ptpro	4.890879559	7.81E-12	0.079	0.002	2.52E-07
Rgl1	4.83209086	7.85E-12	0.079	0.002	2.53E-07
Psmc1	2.326499226	8.43E-12	0.122	0.02	2.72E-07
Vrk2	3.241199969	8.61E-12	0.092	0.007	2.78E-07
Gmpr2	4.782060364	9.37E-12	0.082	0.003	3.02E-07
Adap2os	7.935358199	9.86E-12	0.073	0	3.18E-07
Ndufv1	2.474164044	1.00E-11	0.11	0.015	3.24E-07
Itgav	2.108026616	1.01E-11	0.122	0.02	3.27E-07
Prdx4	3.579653822	1.10E-11	0.082	0.003	3.55E-07
Zcchc17	2.344446394	1.11E-11	0.114	0.016	3.59E-07
Tomm40	2.567792677	1.11E-11	0.096	0.008	3.59E-07
Chrac1	2.24482136	1.17E-11	0.114	0.016	3.76E-07
Luzp1	3.043537218	1.37E-11	0.086	0.005	4.42E-07
Uba2	3.224991772	1.39E-11	0.086	0.005	4.49E-07
Adap2	4.919737518	1.45E-11	0.077	0.002	4.68E-07
Stxbp6	4.747183011	1.47E-11	0.077	0.002	4.74E-07
Ddx18	3.429026947	1.49E-11	0.09	0.007	4.82E-07
Bccip	2.522292464	1.77E-11	0.109	0.015	5.73E-07
Eno3	8.516897562	1.85E-11	0.071	0	5.96E-07
Tmem131	2.332604464	1.85E-11	0.112	0.016	5.98E-07
Guca1a	4.325281034	1.87E-11	0.081	0.003	6.02E-07
Esyt1	2.869970175	1.93E-11	0.094	0.008	6.24E-07
Gm15987	4.20253653	1.95E-11	0.081	0.003	6.29E-07
Tns3	2.59007528	1.99E-11	0.105	0.013	6.42E-07
Wdr61	2.077806028	2.02E-11	0.116	0.018	6.53E-07
Bri3bp	2.083280745	2.07E-11	0.12	0.02	6.68E-07
Nop56	2.655494159	2.14E-11	0.097	0.01	6.90E-07
Fundc2	2.239950966	2.20E-11	0.109	0.015	7.09E-07
Snrnp40	2.553309155	2.21E-11	0.097	0.01	7.13E-07
Eif3b	2.011249433	2.34E-11	0.125	0.023	7.54E-07
Nucks1	3.621448181	2.46E-11	0.084	0.005	7.93E-07
Stab1	3.532584763	2.47E-11	0.084	0.005	7.98E-07
Pum3	5.187313047	2.68E-11	0.075	0.002	8.65E-07
Farsb	4.982839443	2.71E-11	0.075	0.002	8.76E-07
Golga4	4.484375286	2.75E-11	0.075	0.002	8.86E-07
Wdr18	4.204549473	2.78E-11	0.075	0.002	8.96E-07
Anxa4	3.348816353	2.87E-11	0.088	0.007	9.27E-07
Phlpp1	3.193315498	2.87E-11	0.092	0.008	9.28E-07
Cd177	-2.248191509	2.87E-11	0.06	0.186	9.28E-07
Snrpa1	3.033303055	2.95E-11	0.088	0.007	9.53E-07
Pf4	3.593500052	3.06E-11	0.131	0.028	9.88E-07
Rsl1d1	2.943602081	3.10E-11	0.088	0.007	9.99E-07
Prkag2	2.57119349	3.18E-11	0.107	0.015	1.03E-06
Pex7	2.791243903	3.20E-11	0.088	0.007	1.03E-06
Ckb	4.266407581	3.36E-11	0.079	0.003	1.09E-06
Eef1e1	4.171202793	3.55E-11	0.079	0.003	1.15E-06
Tmem87b	4.026077518	3.62E-11	0.079	0.003	1.17E-06
Camk1	2.684991973	3.62E-11	0.099	0.011	1.17E-06
Cdk4	2.798932313	3.62E-11	0.096	0.01	1.17E-06
Exosc3	2.422714714	3.93E-11	0.103	0.013	1.27E-06
Pla1a	-2.515026888	4.16E-11	0.045	0.161	1.34E-06
Amz1	3.579595063	4.51E-11	0.082	0.005	1.45E-06
Ntpcr	3.438039127	4.54E-11	0.082	0.005	1.47E-06
Fkbp3	3.41601009	4.57E-11	0.082	0.005	1.48E-06
Ccdc50	3.265353946	4.78E-11	0.082	0.005	1.54E-06
Slc7a7	4.541262434	5.17E-11	0.073	0.002	1.67E-06
Nav1	3.238179794	5.46E-11	0.086	0.007	1.76E-06
Taf3	2.951604534	5.58E-11	0.086	0.007	1.80E-06
Ldlrad3	2.850963131	5.77E-11	0.086	0.007	1.86E-06
Mrps18a	2.126906581	5.85E-11	0.125	0.024	1.89E-06
Entpd3	-2.796938101	6.01E-11	0.037	0.148	1.94E-06
Mrgpra2b	-3.482690331	6.10E-11	0.021	0.121	1.97E-06
Gm28981	-2.610212651	6.17E-11	0.034	0.143	1.99E-06
Nt5dc2	7.72281753	6.45E-11	0.067	0	2.08E-06
Vwa5a	7.762524246	6.45E-11	0.067	0	2.08E-06
Igbp1	3.917363593	6.85E-11	0.077	0.003	2.21E-06
Raph1	3.789300346	6.93E-11	0.077	0.003	2.24E-06
Zfyve9	3.843826837	7.00E-11	0.077	0.003	2.26E-06
Gtf3c6	2.263648232	7.15E-11	0.105	0.015	2.31E-06
Cbfa2t3	3.672461122	8.28E-11	0.084	0.007	2.67E-06
Maff	-2.387951908	9.08E-11	0.062	0.181	2.93E-06
mt-Nd4l	4.497259803	9.71E-11	0.071	0.002	3.14E-06
Gcsh	2.851089962	1.03E-10	0.084	0.007	3.33E-06
Chd9	2.707160141	1.08E-10	0.096	0.011	3.49E-06
Adh5	2.532066241	1.14E-10	0.099	0.013	3.69E-06
Rai14	7.622210474	1.21E-10	0.066	0	3.89E-06
Esf1	7.611651032	1.21E-10	0.066	0	3.89E-06
Avpi1	7.601033101	1.21E-10	0.066	0	3.89E-06
Rnase4	2.123767915	1.34E-10	0.107	0.016	4.34E-06
Samd9l	-2.229921318	1.45E-10	0.066	0.186	4.67E-06
Gnl3	3.722140201	1.55E-10	0.079	0.005	5.00E-06
Nubp2	3.366386004	1.60E-10	0.079	0.005	5.16E-06
Thyn1	3.334789412	1.64E-10	0.082	0.007	5.30E-06
Lpl	4.001233057	1.65E-10	0.082	0.007	5.32E-06
Ola1	2.804004323	1.69E-10	0.079	0.005	5.46E-06
Dynlt3	2.887618334	1.70E-10	0.079	0.005	5.48E-06
Cttnbp2nl	4.667277418	1.78E-10	0.069	0.002	5.76E-06
Cyb5b	2.110452573	2.08E-10	0.105	0.016	6.71E-06
Tob2	2.022205724	2.24E-10	0.109	0.018	7.23E-06
Apool	7.498022576	2.25E-10	0.064	0	7.27E-06
Selenoh	2.461506501	2.31E-10	0.09	0.01	7.47E-06
Exosc8	4.146287773	2.48E-10	0.077	0.005	8.00E-06
Camkk2	2.140977168	3.20E-10	0.107	0.018	1.03E-05
Frmd4b	4.772777018	3.26E-10	0.067	0.002	1.05E-05
Sh2d1b1	4.84563294	3.29E-10	0.067	0.002	1.06E-05
Eef1akmt1	2.77720207	3.56E-10	0.081	0.007	1.15E-05
Dync1h1	2.273693278	3.66E-10	0.103	0.016	1.18E-05
Faim	2.30591908	4.06E-10	0.096	0.013	1.31E-05
Myo5a	2.431783863	4.18E-10	0.092	0.011	1.35E-05
Ldhb	8.038192416	4.20E-10	0.062	0	1.36E-05
Ddx49	7.452594452	4.20E-10	0.062	0	1.36E-05
Glo1	3.780266407	4.28E-10	0.071	0.003	1.38E-05
Naa20	2.279792041	4.43E-10	0.096	0.013	1.43E-05
Lgals3bp	3.429511804	4.57E-10	0.071	0.003	1.48E-05
Cisd1	3.405337356	5.35E-10	0.075	0.005	1.73E-05
Bcl7b	3.162697269	6.04E-10	0.079	0.007	1.95E-05
Clasp2	2.128197817	6.06E-10	0.105	0.018	1.96E-05
Pigk	4.372561914	6.24E-10	0.066	0.002	2.01E-05
Pa2g4	2.208857621	6.53E-10	0.097	0.015	2.11E-05
Fam120a	2.789498791	6.76E-10	0.086	0.01	2.18E-05
Emc3	2.594550488	6.98E-10	0.09	0.011	2.25E-05
Madd	2.563594267	7.45E-10	0.086	0.01	2.41E-05
H1f0	7.756195442	7.83E-10	0.06	0	2.53E-05
Gabbr1	-4.818919478	8.47E-10	0.006	0.081	2.73E-05
Plcl1	3.356926192	8.47E-10	0.069	0.003	2.73E-05
Pnkd	2.152016598	8.53E-10	0.107	0.02	2.75E-05
Gm11476	-2.032330444	9.24E-10	0.066	0.179	2.98E-05
Dpysl2	3.668365233	9.27E-10	0.073	0.005	2.99E-05
Cmc1	2.949510191	1.07E-09	0.073	0.005	3.46E-05
Hat1	4.763151034	1.14E-09	0.064	0.002	3.68E-05
Ebpl	4.647472876	1.15E-09	0.064	0.002	3.72E-05
Slc2a3	-2.47258472	1.17E-09	0.039	0.142	3.78E-05
Pkib	2.692793886	1.25E-09	0.081	0.008	4.03E-05
Ppt2	2.638318472	1.27E-09	0.084	0.01	4.10E-05
Dnase1l1	2.641627675	1.34E-09	0.081	0.008	4.34E-05
Atp2b4	7.270716991	1.46E-09	0.058	0	4.71E-05
Sh3pxd2b	7.375252591	1.46E-09	0.058	0	4.71E-05
Nbdy	7.399263028	1.46E-09	0.058	0	4.71E-05
Immt	2.054632222	1.50E-09	0.088	0.011	4.85E-05
Sdc3	3.859315186	1.51E-09	0.067	0.003	4.89E-05
Tmem37	3.262965861	1.57E-09	0.067	0.003	5.07E-05
Pla2g15	3.175801685	1.83E-09	0.071	0.005	5.92E-05
Ssbp1	2.002741576	1.91E-09	0.101	0.018	6.17E-05
Krt80	3.07551173	2.01E-09	0.075	0.007	6.49E-05
Slc24a3	-2.746425839	2.02E-09	0.017	0.103	6.52E-05
Hadhb	2.326011602	2.04E-09	0.094	0.015	6.60E-05
Crybg1	4.996036445	2.06E-09	0.062	0.002	6.66E-05
Stard9	2.7782388	2.13E-09	0.075	0.007	6.88E-05
Rasgef1b	4.311140647	2.15E-09	0.062	0.002	6.94E-05
Lrrk1	2.879749949	2.23E-09	0.079	0.008	7.19E-05
Ak6	2.270021921	2.36E-09	0.09	0.013	7.61E-05
Adss	2.574449952	2.37E-09	0.079	0.008	7.66E-05
Fars2	2.551828947	2.39E-09	0.079	0.008	7.72E-05
Sf3b3	2.569231692	2.40E-09	0.079	0.008	7.74E-05
Snx24	2.583669909	2.42E-09	0.079	0.008	7.82E-05
Snrnp48	2.281717997	2.54E-09	0.086	0.011	8.21E-05
Hpgd	7.791987505	2.72E-09	0.056	0	8.77E-05
Nob1	7.540695328	2.72E-09	0.056	0	8.77E-05
Dcxr	7.598262101	2.72E-09	0.056	0	8.77E-05
Bcap29	7.337177136	2.72E-09	0.056	0	8.77E-05
Shtn1	7.5234105	2.72E-09	0.056	0	8.77E-05
Cebpa	3.796407216	2.75E-09	0.066	0.003	8.89E-05
2310022A10Rik	3.636078854	2.84E-09	0.066	0.003	9.18E-05
Itprip	-2.496138444	3.36E-09	0.034	0.129	0.000108559
Mrc1	2.694262886	3.48E-09	0.069	0.005	0.000112401
Gpat3	-2.03378796	3.82E-09	0.067	0.176	0.000123198
Idh2	4.056476527	4.04E-09	0.06	0.002	0.00013036
Clns1a	2.542684927	4.14E-09	0.081	0.01	0.000133539
Dcaf7	2.565403877	4.23E-09	0.077	0.008	0.000136578
Slc35b2	2.733848654	4.34E-09	0.077	0.008	0.000140086
Isca2	2.345489483	4.38E-09	0.077	0.008	0.000141424
Cyb5r3	2.099137297	4.41E-09	0.084	0.011	0.000142256
Rpf2	2.600520273	4.42E-09	0.077	0.008	0.000142774
Srebf2	2.419992406	4.54E-09	0.081	0.01	0.000146666
Ei24	3.936716547	5.00E-09	0.064	0.003	0.000161476
Noc2l	7.527765579	5.06E-09	0.054	0	0.000163242
Gm9844	7.521388535	5.06E-09	0.054	0	0.000163242
Timm9	7.25543863	5.06E-09	0.054	0	0.000163242
Gpr183	7.535983608	5.06E-09	0.054	0	0.000163242
Cped1	-2.519431712	5.11E-09	0.034	0.127	0.000165027
Cmtm3	3.44885834	5.15E-09	0.064	0.003	0.000166129
Borcs7	3.82605013	5.28E-09	0.064	0.003	0.000170307
Smarcb1	3.170556234	5.37E-09	0.064	0.003	0.000173353
Fam71f2	-3.004605893	5.84E-09	0.022	0.107	0.000188537
Prpf19	3.619958226	5.90E-09	0.067	0.005	0.000190392
Tmem173	3.036451233	6.40E-09	0.067	0.005	0.000206571
Flcn	2.847980786	6.57E-09	0.067	0.005	0.000212256
Ankrd22	-3.806493572	6.97E-09	0.006	0.075	0.000224867
Lrrc8c	2.841609401	6.98E-09	0.075	0.008	0.000225208
Nop9	5.117935736	7.01E-09	0.058	0.002	0.000226359
Tmem192	2.057784958	7.03E-09	0.086	0.013	0.000227124
Med29	2.639952654	7.28E-09	0.079	0.01	0.000235006
Naa15	2.315998615	7.29E-09	0.086	0.013	0.000235494
Sestd1	4.055142314	7.44E-09	0.058	0.002	0.000240255
Abcg3	4.318745312	7.44E-09	0.058	0.002	0.000240255
Adora2b	2.553109818	7.60E-09	0.082	0.011	0.000245403
Me2	2.022866027	7.63E-09	0.09	0.015	0.000246412
Pes1	2.316775007	7.94E-09	0.075	0.008	0.000256313
Ndufa9	2.14685378	8.32E-09	0.082	0.011	0.000268641
Lman1	4.091676428	8.92E-09	0.062	0.003	0.000287993
Chchd4	7.166796735	9.41E-09	0.052	0	0.000303665
Slc25a19	7.242192462	9.41E-09	0.052	0	0.000303665
Tomm70a	7.45031257	9.41E-09	0.052	0	0.000303665
Rars	3.414300914	9.81E-09	0.062	0.003	0.000316876
Mrpl2	3.233083161	9.81E-09	0.062	0.003	0.000316876
Mtx2	2.949528048	1.17E-08	0.069	0.007	0.000378505
Gar1	2.69144875	1.20E-08	0.066	0.005	0.000388279
Mpp6	2.704835365	1.22E-08	0.066	0.005	0.000393559
Col1a2	2.877816981	1.22E-08	0.073	0.008	0.000395173
Lage3	2.405380846	1.24E-08	0.084	0.013	0.000401508
1700017B05Rik	-2.179043892	1.31E-08	0.045	0.142	0.000423824
Plod3	2.751118425	1.32E-08	0.069	0.007	0.000425531
Vamp7	2.790640191	1.34E-08	0.069	0.007	0.000431094
Ass1	4.480819755	1.35E-08	0.056	0.002	0.000436001
Erh	2.227532082	1.36E-08	0.081	0.011	0.000440501
Ppp1r14b	2.472072153	1.37E-08	0.069	0.007	0.000442432
Adam9	2.01877586	1.37E-08	0.084	0.013	0.000443332
Nrp2	4.013348459	1.39E-08	0.056	0.002	0.000449151
Rsrc1	2.34867205	1.40E-08	0.081	0.011	0.000451015
Nudt16l1	2.501737248	1.40E-08	0.069	0.007	0.000452591
Hadha	2.320901984	1.46E-08	0.077	0.01	0.000469839
Eci2	2.110489681	1.48E-08	0.081	0.011	0.000478379
Pnn	2.160024138	1.51E-08	0.073	0.008	0.000489108
Ccdc28b	3.980909754	1.68E-08	0.06	0.003	0.000541238
Zfp593	6.932585435	1.75E-08	0.051	0	0.000564611
Hpse	7.088998415	1.75E-08	0.051	0	0.000564611
Dse	7.504824484	1.75E-08	0.051	0	0.000564611
Bop1	7.35819686	1.75E-08	0.051	0	0.000564611
Hdhd2	7.178573894	1.75E-08	0.051	0	0.000564611
Kansl2	3.233062727	1.84E-08	0.06	0.003	0.000593205
Gm28809	-3.445031158	1.97E-08	0.013	0.086	0.000637407
Mrps18b	3.143406599	2.10E-08	0.064	0.005	0.000676827
Trib3	-7.917343043	2.15E-08	0	0.057	0.000693374
Spatc1	-7.818960963	2.15E-08	0	0.057	0.000693374
Mrpl50	2.86722615	2.16E-08	0.064	0.005	0.000697643
Lactb	2.883771011	2.28E-08	0.067	0.007	0.000735516
Ddx54	2.361246268	2.31E-08	0.079	0.011	0.000746258
Ctnnbl1	2.229254354	2.33E-08	0.082	0.013	0.000753028
Hbegf	-3.242294047	2.40E-08	0.021	0.099	0.000774099
Gphn	2.605285372	2.43E-08	0.071	0.008	0.000784677
Uap1l1	2.78517889	2.44E-08	0.067	0.007	0.000787166
Aig1	2.36542283	2.44E-08	0.067	0.007	0.000787166
Pigt	2.69796114	2.45E-08	0.067	0.007	0.000792265
Zfp467	4.640268895	2.47E-08	0.054	0.002	0.000796706
Alg5	2.39931716	2.48E-08	0.075	0.01	0.000800332
Wdr74	4.682182289	2.49E-08	0.054	0.002	0.000802639
Impa2	-2.545216293	2.50E-08	0.045	0.137	0.000807412
Eipr1	2.633178476	2.52E-08	0.071	0.008	0.000812045
Pvr	4.231403369	2.55E-08	0.054	0.002	0.000823746
Sulf2	3.920578284	2.56E-08	0.054	0.002	0.000826804
Dock7	3.909479658	2.58E-08	0.054	0.002	0.000832955
Myof	3.89229691	2.58E-08	0.054	0.002	0.000832955
Aco2	2.082053287	2.61E-08	0.079	0.011	0.000842674
Ssrp1	2.20331662	2.63E-08	0.075	0.01	0.000850067
Stk19	2.220195273	2.73E-08	0.075	0.01	0.000881334
